term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
interesan,este libro no nos interesan los acosadores ilegales ni,Verb,presente,ellos/ellas/uds.,interesar,interesarse,,,,,,,,,,,,,,,,zh-cn,利益,,,,,,,,
intermedio,de español de nivel intermedio,Verb,yo,presente,intermediar,Adjective,Noun,,,,,,,,,,,,,,,zh-cn,中级,,,,,,,,
intermedios,que es para estudiantes intermedios,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,中间的,,,,,,,,
interminable,Las lista parece interminable.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,无尽的,,,,,,,,
interminables,...además disponía de recursos interminables.,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,无尽的,,,,,,,,
internacionales,Para las instituciones internacionales como la OMS no,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,国际,,,,,,,,
interno,…alumno en el colegio interno Hogwarts de magia y…,Verb,yo,presente,internar,internarse,Adjective,Adverb,verb,adjective,presente,yo,adverb,internar,internarse,,,,,,,zh-cn,寄宿,zh-cn,内部的,,,,,,
interpreta,...esto nuestro cerebro lo interpreta de forma distinta.,Verb,él/ella/ud.,presente,interpretar,verb,presente,interpretar,él/ella/ud.,,,,,,,,,,,,,zh-cn,解释,,,,,,,,
interpretación,se derivan de la interpretación de tales investigaciones de,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,解释,,,,,,,,
interpretar,"También se puede interpretar no tan literalmente, dando...",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,解释,,,,,,,,
interrogaría,"Supuso que Dumbledore les interrogaría inmediatamente al respecto, pero...",Verb,yo,condicional,interrogar,verb,yo,condicional,interrogar,,,,,,,,,,,,,zh-cn,会询问,,,,,,,,
interrumpa,y que finalmente se interrumpa antes de que la,Verb,él/ella/ud.,imperativo,interrumpir,Noun,,,,,,,,,,,,,,,,zh-cn,破坏,,,,,,,,
interrumpía,...se quebrarían si la interrumpía a media frase.,Verb,yo,indicativo pretérito imperfecto,interrumpir,Noun,verb,noun,yo,interrumpir,indicativo pretérito imperfecto,,,,,,,,,,,zh-cn,打断,,,,,,,,
interrumpiendo,mucho es que estás interrumpiendo,Verb,gerundio,interrumpir,,,,,,,,,,,,,,,,,,zh-cn,打断,,,,,,,,
interrumpió,no quedará nada —lo interrumpió Niko,Verb,pretérito perfecto simple,él/ella/ud.,interrumpir,,,,,,,,,,,,,,,,,zh-cn,打断,,,,,,,,
interrumpir,"papeleo… −Sí, pero… −intenta interrumpir Pepa",Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,打断,,,,,,,,
interrupción,el estrés de la interrupción y de que el,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,打断,,,,,,,,
interrupciones,...coordinación estuvieron funcionando sin interrupciones gracias a los generadores...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,打扰,,,,,,,,
intervalo,...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,间隔,,,,,,,,
intervalos,se puede fraccionar en intervalos de 10 a 15,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,间隔,,,,,,,,
introducción,Introducción,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,介绍,,,,,,,,
introduce,abre la terminal e introduce el comando cd en,Verb,él/ella/ud.,presente,introducir,introducirse,,,,,,,,,,,,,,,,zh-cn,引入，出台,zh-cn,输入,,,,,,
introduciendo,a poco se está introduciendo en Europa y en,Verb,gerundio,introducir,,,,,,,,,,,,,,,,,,zh-cn,引进,,,,,,,,
introducir,"...este tema, y también introducir algo de vocabulario.",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,输入，引进，输入，放入，戴上，套上,,,,,,,,
introvertido,,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,性格内向,,,,,,,,
intuición,…seguir mi curiosidad e intuición resultaron no tener precio…,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,直觉,,,,,,,,
intuitiva,de forma fácil e intuitiva,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,直觉的,,,,,,,,
inútil,"su marido, un completo inútil, eran lo más opuesto",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,一个彻底的废物,,,,,,,,
inútiles,"...en Hufflepuff son todos inútiles, pero...",Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,无用的,,,,,,,,
invadido,esto porque me ha invadido la nostalgia después de,Verb,yo,pretérito perfecto compuesto,invadir,,,,,,,,,,,,,,,,,zh-cn,侵袭,,,,,,,,
inventamos,sobre los términos que inventamos o incorporamos con el,Verb,presente,nosotros,inventar,,,,,,,,,,,,,,,,,zh-cn,我们发明的,,,,,,,,
inventando,"ni tampoco me estoy inventando nada, que conste",Verb,gerundio,inventar,,,,,,,,,,,,,,,,,,zh-cn,发明,,,,,,,,
inventó,"Dalí, el famoso pintor, inventó algo que se llama...",Verb,pretérito perfecto simple,él/ella/ud.,inventar,verb,pretérito perfecto simple,inventar,él/ella/ud.,,,,,,,,,,,,,zh-cn,发明,,,,,,,,
inventos,a conocer los nuevos inventos,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,发明,,,,,,,,
inversión,estaban haciendo una buena inversión,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,投资,zh-cn,反转,en,inversión nf	(inyección de capital)	investment n,,,,
inversor,...los humanos nos distinguimos de otras especies por nue...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,投资者,,,,,,,,
inversores,Los inversores creían que estaban haciendo,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,投资人,,,,,,,,
invertida,"las paredes, una papelera invertida y apoyada contra la",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,翻转的,zh-cn,投入,,,,,,
invertido,"Por tanto, no he invertido tiempo extra.",Verb,yo,pretérito perfecto compuesto,invertir,Adjective,verb,adjective,yo,pretérito perfecto compuesto,invertir,,,,,,,,,,,zh-cn,投资,,,,,,,,
invertir,todas sus propiedades e invertir,Verb,participio pasado,,,,,,,,,,,,,,,,,,,zh-cn,花费（时间等），投资,,,,,,,,
investiga,Investiga la relación entre las,Verb,él/ella/ud.,presente,investigar,Noun,,,,,,,,,,,,,,,,zh-cn,研究,,,,,,,,
investigación,"...empecé a leer mucha investigación, a leer artículos y...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,研究；调查，了解,,,,,,,,
investigaciones,"trata sobre crímenes, espías, investigaciones, detectives",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,研究,,,,,,,,
investigadora,......,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,研究员,,,,,,,,
investigadores,a personas mayores por investigadores del Instituto Universitario CEMIC,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,研究人员,,,,,,,,
investigando,de React siempre está investigando como mejorar React,Verb,gerundio,investigar,Adjective,,,,,,,,,,,,,,,,,zh-cn,做研究,,,,,,,,
invierte,si él o ella invierte toda su energía en,Verb,él/ella/ud.,presente,invertir,,,,,,,,,,,,,,,,,zh-cn,投入,,,,,,,,
invierten,Invierten una proporción gigantesca de,Verb,presente,ellos/ellas/uds.,invertir,,,,,,,,,,,,,,,,,zh-cn,投资,,,,,,,,
invita,"de su gran monopolio invita a ser auditados, escudriñados",Verb,él/ella/ud.,presente,invitar,,,,,,,,,,,,,,,,,zh-cn,邀请,,,,,,,,
involucra,Porque la complejidad también involucra una segunda dimensión: la…,Verb,él/ella/ud.,presente,involucrar,involucrarse,verb,presente,él/ella/ud.,involucrar,involucrarse,,,,,,,,,,,zh-cn,涉及,,,,,,,,
involucración,y el proceso de involucración total con la vida,,,,,,,,,,,,,,,,,,,,,zh-cn,参与,,,,,,,,
involucrada,"quieta, me gusta estar involucrada en proyectos… estudio leo",,,,,,,,,,,,,,,,,,,,,zh-cn,涉及,,,,,,,,
involucrado,"Nicolás Flamel que está involucrado en esto, ¿no",Verb,yo,pretérito perfecto compuesto,involucrar,involucrarse,Adjective,,,,,,,,,,,,,,,zh-cn,参与,,,,,,,,
involucrados,Estamos tan involucrados en lo que hacemos,,,,,,,,,,,,,,,,,,,,,zh-cn,参与,,,,,,,,
ira,los impotentes; sobre la ira mal dirigida; sobre el,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,f.愤怒；暴怒；报复心；报复行为,en,愤怒,,,,,,
irás,Con el tiempo lo irás incorporando a tu español.,Verb,tú,futuro,ir,irse,verb,tú,ir,futuro,irse,,,,,,,,,,,zh-cn,你将去,,,,,,,,
ir de fiesta,Y ellos dicen: ¡Ir de fiesta,,,,,,,,,,,,,,,,,,,,,zh-cn,开派对,,,,,,,,
ir de vacaciones,Vas a ir de vacaciones en el verano,,,,,,,,,,,,,,,,,,,,,zh-cn,去度假,,,,,,,,
iría,"…escuela, y así no iría tan cargada.",Verb,yo,condicional,ir,irse,verb,ir,yo,condicional,irse,,,,,,,,,,,zh-cn,不那么,,,,,,,,
irlanda,...vas a ir a Irlanda sin trabajo?,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,爱尔兰,,,,,,,,
ir mejorando,"...gran esfuerzo, y puedes ir mejorando poco a poco.",,,,,,,,,,,,,,,,,,,,,zh-cn,去改进,,,,,,,,
irónica,"...digo ""solo"" de forma irónica: ""solo come dos paellas...",Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,具有讽刺意味的,,,,,,,,
irrelevante,"propias palabras sería redundante, irrelevante y totalmente innecesario",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,不相关的,,,,,,,,
irresistible,...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,无法抗拒,,,,,,,,
izquierdo,Oye mal del oído izquierdo,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,剩下,zh-cn,左边,,,,,,
jabón,"...vuelto con una toalla, jabón y agua caliente.",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,肥皂,,,,,,,,
jaime dormía siempre que podía,Jaime dormía siempre que podía.,,,,,,,,,,,,,,,,,,,,,zh-cn,詹姆只要有时间就睡觉,,,,,,,,
jamás,...en inglés  Nunca o jamás: Never en inglés Mi...,Adverb,Noun,noun,adverb,,,,,,,,,,,,,,,,,zh-cn,从来没有,,,,,,,,
jardines,…la valla de los jardines para espiar a sus…,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,花园,,,,,,,,
jesús,...religioso del nacimiento de Jesús.,Pronoun,Noun,pronoun,noun,,,,,,,,,,,,,,,,,zh-cn,耶稣,,,,,,,,
jinete,"jamón, jinete",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,骑士,,,,,,,,
jinetes,súbitamente tirar a sus jinetes,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,骑手,,,,,,,,
jodidamente,,,,,,,,,,,,,,,,,,,,,,zh-cn,非常,,,,,,,,
joyas,el dinero y las joyas,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,珠宝,,,,,,,,
jubilación,...recibido noticias de su jubilación.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,退休,,,,,,,,
jubilados,"Cuando estemos jubilados, daremos la vuelta al…",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,adj.退休的,,,,,,,,
juega,La niña que juega al escondite,Verb,él/ella/ud.,presente,jugar,jugarse,,,,,,,,,,,,,,,,zh-cn,播放,,,,,,,,
juego con el ordenador,A veces juego con el ordenador,,,,,,,,,,,,,,,,,,,,,zh-cn,我玩电脑,,,,,,,,
juez,El juez instructor que vino de,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,法官,,,,,,,,
jugo,patio se le saca jugo,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,汁 ，浆,zh-cn,m.汁，浆；体液；（菜肴的）汤【转】精髓，实质：,,,,,,
juguete,Parecían como de juguete y no dinero real,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,玩具,,,,,,,,
juicio,...tendrá que ir a juicio por blanqueo de dinero.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,判断,zh-cn,法庭,,,,,,
juicios,...que enfrentarnos más a juicios por la defensa del...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,审判,,,,,,,,
julio,"...a partir del 1 de julio, los precios de...",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,七月,,,,,,,,
jung,"...Mundo, o lo que Jung llamó el «inconsciente colectivo».",,,,,,,,,,,,,,,,,,,,,zh-cn,荣格,,,,,,,,
juntaron,Ron y Hermione se juntaron para dejarle espacio a,Verb,pretérito perfecto simple,ellos/ellas/uds.,juntar,juntarse,,,,,,,,,,,,,,,,zh-cn,他们放在一起,,,,,,,,
junto con,"El rojo es, junto con el azul y el",,,,,,,,,,,,,,,,,,,,,en,together with,,,,,,,,
juraba,"...la pierna, mientras Piers juraba que había intentado estrangularlo.",Verb,yo,indicativo pretérito imperfecto,jurar,verb,yo,jurar,indicativo pretérito imperfecto,,,,,,,,,,,,,zh-cn,发誓,,,,,,,,
justicia,...fantasma de Elena reclamando justicia?,Verb,él/ella/ud.,presente,justiciar,Noun,verb,noun,presente,él/ella/ud.,justiciar,,,,,,,,,,,zh-cn,正义,zh-cn,公正,,,,,,
justo,una gran serpiente que justo estaba comiendo un pequeño,Verb,yo,presente,justar,Adverb,Noun,,,,,,,,,,,,,,,zh-cn,正好,,,,,,,,
juvenil,urbana o movimiento ideológico juvenil se establece en base,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,青年,,,,,,,,
juventud,...ese estado de perpetua juventud reservado a los maniquís...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,青年,,,,,,,,
juzgado,en la puerta del juzgado para detener un desahucio,Verb,yo,pretérito perfecto compuesto,juzgar,Noun,,,,,,,,,,,,,,,,zh-cn,法庭,,,,,,,,
juzgados,la cocina que los juzgados,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,法庭；法官；法官职务,zh-cn,被审判,,,,,,
juzgar,"...ayó en un sueño intranquilo, pero el ...",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,判断,,,,,,,,
juzgues,pero no juzgues por lo que ves.,Verb,tú,subjuntivo presente,juzgar,verb,tú,subjuntivo presente,juzgar,,,,,,,,,,,,,zh-cn,判断,,,,,,,,
kilómetro,"kiwi, kilómetro",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,千米,,,,,,,,
la amenaza,a seguir moviéndose contra la amenaza muy real de la,,,,,,,,,,,,,,,,,,,,,zh-cn,威胁,,,,,,,,
labio,"labio, limón",Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,m.嘴唇；唇状物；口,,,,,,,,
labios,"se suele poner los labios, y ni mucho menos",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,嘴唇,,,,,,,,
labor,pudieran realizar bien su labor y que redundara en,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,工作,,,,,,,,
laborales,Los días laborales son de lunes a,Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,劳动,,,,,,,,
la calidad de la experiencia,la manera de incrementar «la calidad de la experiencia,,,,,,,,,,,,,,,,,,,,,zh-cn,体验的质量,,,,,,,,
la cantidad de trabajo,Dependía de la cantidad de trabajo que tenía,,,,,,,,,,,,,,,,,,,,,zh-cn,工作量,,,,,,,,
la capital,las más animadas de la capital,,,,,,,,,,,,,,,,,,,,,zh-cn,首都,,,,,,,,
la convivencia,aprenden lo que es la convivencia,,,,,,,,,,,,,,,,,,,,,en,"the coexistence, living together",zh-cn,共存,,,,,,
la corte,El corte / la corte Cuando utilizas un cuchillo...,,,,,,,,,,,,,,,,,,,,,zh-cn,法庭,,,,,,,,
la cual,...lado una torre desde la cual puede verse la bahía...,,,,,,,,,,,,,,,,,,,,,zh-cn,哪个,,,,,,,,
la decepción,La decepción por las expectativas no,,,,,,,,,,,,,,,,,,,,,zh-cn,失望,,,,,,,,
la diferencia del,este episodio:  Hablaré de la diferencia del usted y el tú,,,,,,,,,,,,,,,,,,,,,zh-cn,的区别,,,,,,,,
lado,refiere al edificio al lado opuesto de la estación,Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,侧,,,,,,,,
lados,...agua salpicó en todos lados.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,侧面,,,,,,,,
ladrones,han visto que los ladrones han desconectado la alarma,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,窃贼,,,,,,,,
la envidia,"En general, la envidia es un sentimiento negativo",,,,,,,,,,,,,,,,,,,,,zh-cn,嫉妒,,,,,,,,
la forma en que,"color café claro y la forma en que se ríe, haciendo que",,,,,,,,,,,,,,,,,,,,,zh-cn,方式,,,,,,,,
lágrima,"vio nunca derramar una lágrima, ni cuando dejaron de",Noun,,,,,,,,,,,,,,,,,,,,en,tear,,,,,,,,
lágrimas,"de porcelana, ojos sin lágrimas ni engaños, escuchándola hablar",Pronoun,Noun,,,,,,,,,,,,,,,,,,,en,"(fpl)n. tears, waterworks",,,,,,,,
la idea es que,La idea es que dejes de pensar...,,,,,,,,,,,,,,,,,,,,,zh-cn,这个想法是,,,,,,,,
la mayoría de,"noche más pronto, y la mayoría de los árboles pierden las",,,,,,,,,,,,,,,,,,,,,zh-cn,大多数,,,,,,,,
la mejor forma,Esta es la mejor forma de aprender un nuevo,,,,,,,,,,,,,,,,,,,,,en,the best way,,,,,,,,
lamentarían,...perfectamente que los Dursley lamentarían que el sauce boxeador...,Verb,ellos/ellas/uds.,condicional,lamentar,lamentarse,verb,condicional,ellos/ellas/uds.,lamentarse,lamentar,,,,,,,,,,,zh-cn,会遗憾,,,,,,,,
lámpara,...suyo junto a la lámpara para que destellara el...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,灯,,,,,,,,
la noche anterior,sobrellevar la carga de la noche anterior,,,,,,,,,,,,,,,,,,,,,zh-cn,前一晚,,,,,,,,
lanza,...Quijote señaló con su lanza a los molinos de...,Verb,él/ella/ud.,presente,lanzar,lanzarse,Noun,verb,noun,lanzar,presente,él/ella/ud.,lanzarse,,,,,,,,,zh-cn,矛,,,,,,,,
lanzado,He lanzado un palo y ha,Verb,yo,pretérito perfecto compuesto,lanzar,lanzarse,,,,,,,,,,,,,,,,zh-cn,抛出,,,,,,,,
lanzamiento,"fiestas empiezan con el lanzamiento del ""chupinazo"" desde el",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,发布,,,,,,,,
lanzará,Por ejemplo: Oscar lanzará un curso nuevo este,Verb,él/ella/ud.,futuro,lanzar,lanzarse,,,,,,,,,,,,,,,,zh-cn,将会推出,,,,,,,,
lanzaron,sus varitas y se lanzaron a través del dormitorio,Verb,pretérito perfecto simple,ellos/ellas/uds.,lanzar,lanzarse,,,,,,,,,,,,,,,,zh-cn,扔了,,,,,,,,
lanzó,Cruz Roja lanzó en 2012 el programa,Verb,pretérito perfecto simple,él/ella/ud.,lanzar,lanzarse,,,,,,,,,,,,,,,,zh-cn,他发射了,zh-cn,他发起了,zh-cn,冲,,,,
la palabra del año,una de ellas como la palabra del año,,,,,,,,,,,,,,,,,,,,,zh-cn,年度词汇,,,,,,,,
la pasta de dientes,...también que no tires la pasta de dientes por todo el lavabo...,,,,,,,,,,,,,,,,,,,,,zh-cn,牙膏,,,,,,,,
lápiz,"favor, puedes traerme un lápiz",Noun,,,,,,,,,,,,,,,,,,,,zh-cn,铅笔,,,,,,,,
las caras,…ahora nos veremos mucho las caras.,,,,,,,,,,,,,,,,,,,,,zh-cn,面孔,,,,,,,,
las cuales,…algunas islas deshabitadas entre las cuales puedes elegir.,,,,,,,,,,,,,,,,,,,,,zh-cn,其中,,,,,,,,
las diferentes partes de la gramática,mejor manera de aprender las diferentes partes de la gramática de forma fácil y,,,,,,,,,,,,,,,,,,,,,zh-cn,语法的不同部分,,,,,,,,
la siesta,...mundo saben que es “la siesta”.,,,,,,,,,,,,,,,,,,,,,zh-cn,小睡,,,,,,,,
las técnicas adecuadas,Solo tienes que usar las técnicas adecuadas.,,,,,,,,,,,,,,,,,,,,,zh-cn,正确的技术,,,,,,,,
lástima,"Qué lástima, ya que tenía mucha",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,可惜,zh-cn,同情,,,,,,
lavarse,"…a hacer nuestras necesidades, lavarse los dientes, tomar una…",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,zh-cn,洗脸刷牙,,,,,,,,
lavarse los dientes,"…a hacer nuestras necesidades, lavarse los dientes, tomar una ducha rápida,…",,,,,,,,,,,,,,,,,,,,,zh-cn,刷牙,,,,,,,,
leas,leyendo español hace que leas docenas de libros,Verb,tú,subjuntivo presente,leer,,,,,,,,,,,,,,,,,zh-cn,读,,,,,,,,
lecciones gratuitas,...y recibirás consejos y lecciones gratuitas.,,,,,,,,,,,,,,,,,,,,,zh-cn,免费课程,,,,,,,,
lechuza,Ninguno vio la gran lechuza parda que pasaba volando,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,猫头鹰,,,,,,,,
lechuzas,No vio las lechuzas que volaban en pleno,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,猫头鹰,,,,,,,,
lector,"...la importancia de un lector de libros electrónico, como...",Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,读者,zh-cn,电子书阅读器,,,,,,
lectores,...premios y millones de lectores en todo el mundo.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,读者；阅读的,,,,,,,,
legales,...sabrás tú de asuntos legales como éste?,Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,"a. legal 法律的,合法的",,,,,,,,
legendario,"de la felicidad, el legendario psicólogo Mihaly Csikszentmihalyi expuso",Adjective,,,,,,,,,,,,,,,,,,,,zh-cn,传奇的,,,,,,,,
leída,"...buena sociedad parisina, muy leída y fina ella, se...",,,,,,,,,,,,,,,,,,,,,zh-cn,博学,,,,,,,,
leídas,Las notas pueden ser leídas como una segunda versión,,,,,,,,,,,,,,,,,,,,,zh-cn,阅读,,,,,,,,
lejana,"respirar, una voz extrañamente lejana contestó por el interfono",Adjective,Noun,,,,,,,,,,,,,,,,,,,zh-cn,遥远,,,,,,,,
lejano,...su linaje había un lejano parentesco con lord Byron...,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,zh-cn,远的；遥远的；久远的,,,,,,,,
lejanos,"calle fueron dos puntitos lejanos, los ojos del gato",Adjective,adjective,,,,,,,,,,,,,,,,,,,zh-cn,遥远,,,,,,,,
lenguaje,…practicar estructuras básicas del lenguaje.,Noun,noun,,,,,,,,,,,,,,,,,,,en,language,,,,,,,,
lentamente,cosas se iban desarrollando lentamente hasta que en el,Adverb,Noun,,,,,,,,,,,,,,,,,,,zh-cn,慢慢地,,,,,,,,
lentejas,Te gustaban las lentejas?,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,扁豆,,,,,,,,
león,Castilla y León está situada en el,Noun,,,,,,,,,,,,,,,,,,,,zh-cn,莱昂,,,,,,,,
les daban de comer,"...decían «chis» y «sss», les daban de comer y...",,,,,,,,,,,,,,,,,,,,,zh-cn,他们喂他们,,,,,,,,
lesión,…que se produce una lesión de la mucosa estomacal.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,伤,,,,,,,,
letras,...de futuro para las letras europeas sin parangón en...,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,f.字母；活字；字体,,,,,,,,
levantador,"trata sobre Aitor, un levantador de piedras profesional del",,,,,,,,,,,,,,,,,,,,,zh-cn,举重者,,,,,,,,
levantas,...de la mañana cuando te levantas.,Verb,presente,tú,levantar,levantarse,verb,tú,presente,levantar,levantarse,,,,,,,,,,,zh-cn,起床,,,,,,,,
leyenda,...aquel reino había una leyenda muy antigua.,Noun,noun,,,,,,,,,,,,,,,,,,,zh-cn,传说,,,,,,,,
leyeron,...alma de quienes lo leyeron y vivieron y soñaron...,Verb,pretérito perfecto simple,ellos/ellas/uds.,leer,verb,leer,pretérito perfecto simple,ellos/ellas/uds.,,,,,,,,,,,,,zh-cn,他们读,,,,,,,,
